,Rating,Type,Size,Reviews,Installs
2490,4.2,Free,Varies with devic,1175794,"50,000,000+"
2491,4.2,Free,76,1259894,"50,000,000+"
2492,4.0,Free,68,852455,"10,000,000+"
2493,4.4,Free,13,900064,"10,000,000+"
2494,4.0,Free,50,3677,"100,000+"
2495,4.2,Free,23,79129,"5,000,000+"
2496,4.2,Free,Varies with devic,83488,"5,000,000+"
2497,4.4,Free,Varies with devic,695613,"50,000,000+"
2498,4.1,Free,28,382121,"10,000,000+"
2499,4.1,Free,Varies with devic,207712,"10,000,000+"
2500,4.3,Free,Varies with devic,175722,"10,000,000+"
2501,4.0,Free,7.0,2052,"100,000+"
2502,4.2,Free,23,79130,"5,000,000+"
2503,4.2,Free,Varies with devic,1175815,"50,000,000+"
2504,4.2,Free,76,1259894,"50,000,000+"
2505,4.1,Free,Varies with devic,486830,"10,000,000+"
2506,4.0,Free,68,852455,"10,000,000+"
2507,4.3,Free,Varies with devic,1064076,"50,000,000+"
2508,4.3,Free,Varies with devic,3781770,"100,000,000+"
2509,4.4,Free,13,900064,"10,000,000+"
2510,4.4,Free,56,624557,"10,000,000+"
2511,4.2,Free,Varies with devic,423138,"10,000,000+"
2512,4.2,Free,Varies with devic,522018,"10,000,000+"
2513,4.0,Free,8.4,33249,"1,000,000+"
2514,4.2,Free,23,79130,"5,000,000+"
2515,4.0,Free,22,141613,"10,000,000+"
2516,4.5,Free,15,6210998,"100,000,000+"
2517,4.6,Free,Varies with devic,591312,"10,000,000+"
2518,4.3,Free,30,94294,"10,000,000+"
2519,4.2,Free,30,608753,"10,000,000+"
2520,4.3,Free,27,38961,"5,000,000+"
2521,4.6,Free,Varies with devic,5916606,"100,000,000+"
2522,4.4,Free,Varies with devic,441473,"10,000,000+"
2523,4.4,Free,Varies with devic,2788923,"100,000,000+"
2524,4.5,Free,20,973270,"50,000,000+"
2525,4.3,Free,42,909226,"100,000,000+"
2526,4.2,Free,Varies with devic,1573054,"50,000,000+"
2527,4.2,Free,18,857923,"50,000,000+"
2528,4.4,Free,4.2,35563,"1,000,000+"
2529,4.6,Free,Varies with devic,85858,"10,000,000+"
2530,4.2,Free,30,106798,"5,000,000+"
2531,3.6,Free,33,8820,"5,000,000+"
2532,4.5,Free,7.9,37186,"1,000,000+"
2533,4.4,Free,12,25714,"1,000,000+"
2534,3.8,Free,15,44255,"10,000,000+"
2535,4.7,Free,Varies with devic,1084945,"50,000,000+"
2536,3.6,Free,10,18252,"10,000,000+"
2537,4.2,Free,9.9,42750,"10,000,000+"
2538,3.6,Free,9.0,3656,"1,000,000+"
2539,4.3,Free,Varies with devic,216741,"5,000,000+"
2540,4.4,Free,21,662287,"10,000,000+"
2541,4.5,Free,13,30834,"1,000,000+"
2542,4.1,Free,11,367290,"10,000,000+"
2543,4.3,Free,21,2588,"1,000,000+"
2544,4.3,Free,8.1,162655,"10,000,000+"
2545,4.7,Free,Varies with devic,3860225,"50,000,000+"
2546,4.3,Free,Varies with devic,125783,"10,000,000+"
2547,4.2,Free,12,171584,"10,000,000+"
2548,4.2,Free,7.3,244141,"10,000,000+"
2549,4.3,Free,Varies with devic,568273,"10,000,000+"
2550,4.2,Free,15,142512,"10,000,000+"
2551,4.3,Free,22,109124,"10,000,000+"
2552,4.6,Free,11,135043,"10,000,000+"
2553,4.4,Free,8.3,108592,"10,000,000+"
2554,4.3,Free,Varies with devic,1315242,"50,000,000+"
2555,3.8,Free,20,48732,"10,000,000+"
2556,4.6,Free,38,308234,"10,000,000+"
2557,4.5,Free,9.1,178497,"10,000,000+"
2558,4.1,Free,24,68406,"10,000,000+"
2559,4.4,Free,Varies with devic,6012719,"100,000,000+"
2560,4.3,Free,Varies with devic,45362,"5,000,000+"
2561,3.8,Free,29,18364,"1,000,000+"
2562,4.0,Free,Varies with devic,15867,"5,000,000+"
2563,3.3,Free,98,9189,"1,000,000+"
2564,4.1,Free,25,23187,"1,000,000+"
2565,4.1,Free,Varies with devic,11798,"1,000,000+"
2566,4.2,Free,18,9975,"1,000,000+"
2567,4.1,Free,Varies with devic,52896,"10,000,000+"
2568,4.4,Free,6.1,7793,"500,000+"
2569,4.1,Free,14,9701,"500,000+"
2570,4.2,Free,21,31519,"1,000,000+"
2571,4.5,Free,Varies with devic,181990,"10,000,000+"
2572,4.3,Free,43,213735,"10,000,000+"
2573,4.5,Free,15,6211039,"100,000,000+"
2574,4.1,Free,23,42871,"1,000,000+"
2575,4.5,Free,52,315908,"10,000,000+"
2576,4.4,Free,Varies with devic,210208,"10,000,000+"
2577,4.6,Free,Varies with devic,1370749,"50,000,000+"
2578,4.5,Free,57,79261,"5,000,000+"
2579,4.6,Free,20,284725,"10,000,000+"
2580,4.7,Free,40,67071,"1,000,000+"
2581,4.3,Free,17,46153,"10,000,000+"
2582,4.4,Free,13,101883,"10,000,000+"
2583,4.4,Free,33,1659,"50,000+"
2584,4.2,Free,18,9975,"1,000,000+"
2585,4.1,Free,Varies with devic,11798,"1,000,000+"
2586,4.1,Free,Varies with devic,52896,"10,000,000+"
2587,4.5,Free,Varies with devic,181990,"10,000,000+"
2588,4.7,Free,Varies with devic,57920,"1,000,000+"
2589,4.1,Free,29,28523,"5,000,000+"
2590,4.2,Free,Varies with devic,24953,"1,000,000+"
2591,4.5,Free,31,37253,"1,000,000+"
2592,4.4,Free,Varies with devic,210208,"10,000,000+"
2593,4.6,Free,Varies with devic,1370749,"50,000,000+"
2594,4.2,Free,Varies with devic,33758,"1,000,000+"
2595,4.6,Free,20,284721,"10,000,000+"
2596,4.3,Free,13,3420,"100,000+"
2597,4.1,Free,7.3,7193,"500,000+"
2598,4.1,Free,Varies with devic,11798,"1,000,000+"
2599,4.4,Free,Varies with devic,2788923,"100,000,000+"
2600,4.1,Free,Varies with devic,52896,"10,000,000+"
2601,4.6,Free,12,2278,"500,000+"
2602,4.2,Free,8.8,5121,"500,000+"
2603,4.2,Free,18,39735,"5,000,000+"
2604,4.1,Free,14,9701,"500,000+"
2605,4.2,Free,21,1558,"100,000+"
2606,4.3,Free,43,213735,"10,000,000+"
2607,4.2,Free,34,16966,"1,000,000+"
2608,4.5,Free,Varies with devic,181990,"10,000,000+"
2609,4.7,Free,Varies with devic,57920,"1,000,000+"
2610,4.5,Free,15,6211039,"100,000,000+"
2611,4.3,Free,Varies with devic,125783,"10,000,000+"
2612,4.0,Free,26,41986,"5,000,000+"
2613,4.4,Free,Varies with devic,441473,"10,000,000+"
2614,4.4,Free,34,186116,"5,000,000+"
2615,4.0,Free,2.7,13085,"1,000,000+"
2616,4.5,Free,52,315908,"10,000,000+"
2617,4.6,Free,Varies with devic,5916569,"100,000,000+"
2618,4.1,Free,29,28523,"5,000,000+"
2619,4.5,Free,Varies with devic,28560,"1,000,000+"
2620,3.9,Free,Varies with devic,34171,"1,000,000+"
2621,4.5,Free,20,44588,"5,000,000+"
2622,4.2,Free,23,4158,"500,000+"
2623,4.3,Free,Varies with devic,105773,"10,000,000+"
2624,4.3,Free,42,909204,"100,000,000+"
2625,4.4,Free,16,279428,"10,000,000+"
2626,4.5,Free,12,33583,"1,000,000+"
2627,4.6,Free,6.5,94205,"1,000,000+"
2628,4.4,Free,Varies with devic,210208,"10,000,000+"
2629,4.3,Free,15,95520,"10,000,000+"
2630,4.3,Free,17,46153,"10,000,000+"
2631,4.1,Free,24,68406,"10,000,000+"
2632,4.7,Free,22,181798,"10,000,000+"
2633,4.4,Free,Varies with devic,25719,"1,000,000+"
2634,4.2,Free,15,142512,"10,000,000+"
2635,4.4,Free,Varies with devic,2788923,"100,000,000+"
2636,4.2,Free,18,39735,"5,000,000+"
2637,4.2,Free,8.8,5121,"500,000+"
2638,4.1,Free,14,9701,"500,000+"
2639,4.0,Free,2.7,13085,"1,000,000+"
2640,4.1,Free,29,28523,"5,000,000+"
2641,4.5,Free,20,44588,"5,000,000+"
2642,4.6,Free,6.5,94205,"1,000,000+"
2643,4.3,Free,15,95520,"10,000,000+"
2644,4.6,Free,Varies with devic,1370749,"50,000,000+"
2645,4.4,Free,Varies with devic,2788923,"100,000,000+"
2646,4.0,Free,6.2,4602,"500,000+"
2647,4.5,Free,19,72596,"1,000,000+"
2648,4.1,Free,27,110425,"10,000,000+"
2649,4.4,Free,1.1,2375,"100,000+"
2650,4.0,Free,2.7,13085,"1,000,000+"
2651,4.6,Free,Varies with devic,5917485,"100,000,000+"
2652,4.5,Free,16,35497,"1,000,000+"
2653,4.4,Free,8.8,3878,"100,000+"
2654,4.5,Free,12,33583,"1,000,000+"
2655,4.1,Free,24,68406,"10,000,000+"
2656,4.3,Free,56,44071,"5,000,000+"
2657,4.5,Free,15,6212081,"100,000,000+"
2658,4.2,Free,18,39735,"5,000,000+"
2659,3.8,Free,Varies with devic,6380,"1,000,000+"
2660,4.5,Free,14,5123,"500,000+"
2661,4.7,Free,22,181823,"10,000,000+"
2662,4.1,Free,28,19232,"1,000,000+"
2663,4.6,Free,59,98716,"5,000,000+"
2664,4.8,Free,37,109500,"1,000,000+"
2665,4.0,Free,36,21159,"500,000+"
2666,4.7,Free,9.5,1320,"50,000+"
2667,4.7,Free,82,50424,"1,000,000+"
2668,4.1,Free,28,32398,"1,000,000+"
2669,4.5,Free,Varies with devic,10858556,"1,000,000,000+"
2670,3.6,Free,Varies with devic,219745,"50,000,000+"
2671,4.5,Free,9.7,38953,"5,000,000+"
2672,4.7,Free,22,142634,"10,000,000+"
2673,4.7,Free,17,259450,"10,000,000+"
2674,4.5,Free,Varies with devic,123029,"10,000,000+"
2675,4.2,Free,Varies with devic,914804,"50,000,000+"
2676,4.5,Free,7.7,21841,"1,000,000+"
2677,4.4,Free,Varies with devic,5282578,"100,000,000+"
2678,4.5,Free,11,10349,"1,000,000+"
2679,4.5,Free,21,859,"100,000+"
2680,4.4,Free,19,40289,"5,000,000+"
2681,3.7,Free,Varies with devic,3362,"1,000,000+"
2682,4.3,Free,8.7,49680,"5,000,000+"
2683,4.5,Free,30,3378,"1,000,000+"
2684,4.4,Free,25,10525,"1,000,000+"
2685,3.3,Free,17,3492,"5,000,000+"
2686,4.3,Free,Varies with devic,654419,"50,000,000+"
2687,4.4,Free,13,1864,"500,000+"
2688,4.5,Free,23,74476,"10,000,000+"
2689,4.4,Free,Varies with devic,221858,"10,000,000+"
2690,4.2,Free,Varies with devic,401820,"50,000,000+"
2691,4.5,Free,22,3116,"500,000+"
2692,4.7,Free,9.1,31985,"1,000,000+"
2693,4.5,Free,8.3,4400,"1,000,000+"
2694,4.6,Free,Varies with devic,3337956,"100,000,000+"
2695,4.6,Free,19,11677,"1,000,000+"
2696,4.4,Free,53,3158047,"100,000,000+"
2697,4.3,Free,Varies with devic,125259,"50,000,000+"
2698,4.3,Free,17,56114,"10,000,000+"
2699,4.6,Free,10,15700,"1,000,000+"
2700,4.4,Free,Varies with devic,16523,"1,000,000+"
2701,4.5,Free,29,26361,"5,000,000+"
2702,4.5,Free,46,285788,"10,000,000+"
2703,4.2,Free,4.5,4410,"1,000,000+"
2704,4.0,Free,4.9,5855,"1,000,000+"
2705,4.4,Free,Varies with devic,47090,"5,000,000+"
2706,4.7,Free,24,233039,"10,000,000+"
2707,4.3,Free,23,28578,"10,000,000+"
2708,4.6,Free,25,1159058,"100,000,000+"
2709,4.4,Free,26,53421,"10,000,000+"
2710,4.5,Free,Varies with devic,1579287,"100,000,000+"
2711,4.3,Free,2.0,116880,"10,000,000+"
2712,4.3,Free,19,21730,"1,000,000+"
2713,4.4,Free,9.6,62421,"5,000,000+"
2714,4.5,Free,Varies with devic,10858538,"1,000,000,000+"
2715,4.4,Free,13,70189,"5,000,000+"
2716,4.6,Free,4.2,847159,"10,000,000+"
2717,4.3,Free,16,251951,"10,000,000+"
2718,4.6,Free,59,98716,"5,000,000+"
2719,4.3,Free,Varies with devic,654418,"50,000,000+"
2720,4.4,Free,Varies with devic,5282558,"100,000,000+"
2721,4.2,Free,9.5,240475,"10,000,000+"
2722,4.3,Free,Varies with devic,527247,"50,000,000+"
2723,4.4,Free,53,3157936,"100,000,000+"
2724,3.9,Free,6.6,55427,"10,000,000+"
2725,4.3,Free,Varies with devic,68070,"5,000,000+"
2726,4.4,Free,Varies with devic,2418135,"100,000,000+"
2727,4.2,Free,27,329160,"10,000,000+"
2728,4.5,Free,Varies with devic,1579287,"100,000,000+"
2729,4.3,Free,22,42677,"1,000,000+"
2730,4.3,Free,Varies with devic,1517369,"100,000,000+"
2731,4.3,Free,50,811693,"50,000,000+"
2732,4.1,Free,30,23440,"1,000,000+"
2733,4.4,Free,Varies with devic,3368649,"100,000,000+"
2734,4.3,Free,17,42079,"1,000,000+"
2735,4.0,Free,18,29707,"1,000,000+"
2736,4.0,Free,10.0,15098,"1,000,000+"
2737,4.0,Free,9.9,35724,"1,000,000+"
2738,4.4,Free,23,71898,"5,000,000+"
2739,4.3,Free,51,4865093,"100,000,000+"
2740,4.1,Free,35,106080,"10,000,000+"
2741,4.2,Free,16,44941,"1,000,000+"
2742,3.9,Free,11,129272,"10,000,000+"
2743,4.4,Free,74,111066,"5,000,000+"
2744,4.4,Paid,48,49553,"1,000,000+"
2745,4.5,Free,Varies with devic,10859051,"1,000,000,000+"
2746,4.4,Free,13,70189,"5,000,000+"
2747,4.6,Free,4.2,847159,"10,000,000+"
2748,4.3,Free,16,251951,"10,000,000+"
2749,4.6,Free,59,98716,"5,000,000+"
2750,4.1,Free,Varies with devic,43296,"5,000,000+"
2751,4.0,Free,5.6,130081,"10,000,000+"
2752,4.3,Free,1.5,462152,"10,000,000+"
2753,4.2,Free,5.7,140917,"10,000,000+"
2754,4.0,Free,6.1,88860,"5,000,000+"
2755,4.1,Free,1.9,49211,"1,000,000+"
2756,4.1,Free,4.0,351254,"10,000,000+"
2757,4.0,Free,47,157506,"10,000,000+"
2758,4.3,Free,Varies with devic,1871416,"100,000,000+"
2759,4.3,Free,2.0,116880,"10,000,000+"
2760,4.2,Free,9.5,240475,"10,000,000+"
2761,4.5,Free,Varies with devic,420973,"10,000,000+"
2762,4.0,Free,22,34753,"1,000,000+"
2763,4.4,Free,14,635846,"50,000,000+"
2764,4.1,Free,10,78140,"5,000,000+"
2765,4.4,Free,Varies with devic,2418135,"100,000,000+"
2766,4.3,Free,Varies with devic,244371,"10,000,000+"
2767,4.3,Paid,6.9,12865,"100,000+"
2768,4.2,Free,44,215343,"10,000,000+"
2769,4.3,Free,Varies with devic,6120977,"100,000,000+"
2770,4.4,Free,Varies with devic,3368646,"100,000,000+"
2771,4.4,Free,Varies with devic,753115,"50,000,000+"
2772,4.3,Free,51,4865107,"100,000,000+"
2773,4.4,Paid,48,49553,"1,000,000+"
2774,3.8,Paid,Varies with devic,16320,"100,000+"
2775,4.4,Free,43,852649,"50,000,000+"
2776,4.4,Free,21,1494491,"50,000,000+"
2777,4.3,Free,Varies with devic,527248,"50,000,000+"
2778,4.6,Free,25,819774,"10,000,000+"
2779,4.0,Free,3.9,33439,"5,000,000+"
2780,4.1,Free,4.0,351255,"10,000,000+"
2781,4.2,Free,51,477831,"10,000,000+"
2782,4.3,Free,Varies with devic,1871421,"100,000,000+"
2783,4.6,Free,Varies with devic,3337952,"100,000,000+"
2784,4.6,Free,9.6,126337,"1,000,000+"
2785,4.3,Free,Varies with devic,68071,"5,000,000+"
2786,4.2,Free,9.5,240475,"10,000,000+"
2787,4.1,Free,Varies with devic,373606,"10,000,000+"
2788,4.2,Free,50,15426,"1,000,000+"
2789,4.6,Free,Varies with devic,714340,"10,000,000+"
2790,4.6,Free,Varies with devic,1451000,"50,000,000+"
2791,4.4,Free,21,1490732,"50,000,000+"
2792,4.7,Free,Varies with devic,2163282,"50,000,000+"
2793,4.4,Free,31,1163232,"50,000,000+"
2794,4.1,Free,27,114680,"10,000,000+"
2795,4.3,Free,Varies with devic,751766,"10,000,000+"
2796,4.4,Free,Varies with devic,2418158,"100,000,000+"
2797,4.2,Free,Varies with devic,914917,"50,000,000+"
2798,4.4,Free,53,3158151,"100,000,000+"
2799,4.5,Free,34,7594559,"100,000,000+"
2800,4.2,Free,Varies with devic,1028637,"100,000,000+"
2801,3.8,Free,12,167652,"10,000,000+"
2802,4.3,Free,50,811714,"50,000,000+"
2803,4.4,Free,47,1075277,"100,000,000+"
2804,4.6,Free,Varies with devic,7529865,"100,000,000+"
2805,4.4,Free,Varies with devic,3368705,"100,000,000+"
2806,4.5,Free,Varies with devic,1579343,"100,000,000+"
2807,4.2,Free,9.2,93726,"5,000,000+"
2808,4.5,Free,Varies with devic,597068,"10,000,000+"
2809,4.5,Free,Varies with devic,823109,"50,000,000+"
2810,4.3,Free,51,4865132,"100,000,000+"
2811,4.4,Paid,48,49553,"1,000,000+"
2812,4.2,Free,24,197295,"10,000,000+"
2813,4.1,Free,1.6,21578,"1,000,000+"
2814,4.3,Free,17,307453,"10,000,000+"
2815,4.0,Free,31,32896,"5,000,000+"
2816,4.6,Free,59,98717,"5,000,000+"
2817,4.3,Free,46,542561,"10,000,000+"
2818,4.4,Free,53,3158151,"100,000,000+"
2819,4.5,Free,45,462702,"10,000,000+"
2820,4.2,Free,Varies with devic,521138,"10,000,000+"
2821,4.3,Free,9.8,1802,"100,000+"
2822,4.4,Free,Varies with devic,283662,"10,000,000+"
2823,4.2,Free,Varies with devic,82882,"5,000,000+"
2824,4.1,Free,Varies with devic,459795,"50,000,000+"
2825,4.4,Free,34,133825,"10,000,000+"
2826,4.7,Free,20,911995,"10,000,000+"
2827,4.6,Free,19,1733,"500,000+"
2828,4.2,Free,6.0,342909,"10,000,000+"
2829,4.3,Free,Varies with devic,31908,"1,000,000+"
2830,4.3,Free,15,56270,"5,000,000+"
2831,4.5,Free,6.5,107724,"5,000,000+"
2832,4.6,Free,6.2,101455,"5,000,000+"
2833,4.5,Free,Varies with devic,152780,"10,000,000+"
2834,4.4,Free,Varies with devic,21733,"1,000,000+"
2835,4.7,Free,Varies with devic,410384,"10,000,000+"
2836,4.2,Free,Varies with devic,277902,"5,000,000+"
2837,4.3,Free,Varies with devic,91031,"5,000,000+"
2838,4.2,Free,Varies with devic,112725,"5,000,000+"
2839,3.9,Free,14,76346,"5,000,000+"
2840,3.9,Free,Varies with devic,63938,"5,000,000+"
2841,4.2,Free,Varies with devic,18678,"1,000,000+"
2842,4.3,Free,6.1,39878,"1,000,000+"
2843,4.6,Free,17,152867,"10,000,000+"
2844,4.3,Free,24,63580,"5,000,000+"
2845,4.0,Free,Varies with devic,121003,"10,000,000+"
2846,4.0,Free,13,135763,"10,000,000+"
2847,4.0,Free,10,176448,"5,000,000+"
2848,4.6,Free,10,1981,"100,000+"
2849,4.3,Free,6.9,16016,"1,000,000+"
2850,4.2,Free,31,9992,"1,000,000+"
2851,4.3,Free,Varies with devic,36490,"1,000,000+"
2852,4.4,Free,Varies with devic,122282,"5,000,000+"
2853,4.0,Free,28,218,"100,000+"
2854,4.6,Free,2.6,4011,"500,000+"
2855,4.7,Free,30,25172,"500,000+"
2856,4.3,Free,13,14123,"500,000+"
2857,4.0,Free,27,2487,"1,000,000+"
2858,4.5,Free,29,180938,"10,000,000+"
2859,4.7,Free,18,950,"100,000+"
2860,4.4,Free,35,232423,"5,000,000+"
2861,4.8,Free,17,1664,"100,000+"
2862,3.3,Free,Varies with devic,1391,"100,000+"
2863,4.3,Free,18,2486,"500,000+"
2864,3.9,Free,Varies with devic,188834,"10,000,000+"
2865,4.4,Free,3.0,697,"100,000+"
2866,3.9,Free,32,5510,"1,000,000+"
2867,4.4,Free,24,4549,"500,000+"
2868,4.3,Free,Varies with devic,91031,"5,000,000+"
2869,4.4,Free,Varies with devic,6106,"100,000+"
2870,4.2,Free,Varies with devic,277900,"5,000,000+"
2871,4.2,Free,Varies with devic,521138,"10,000,000+"
2872,4.1,Free,Varies with devic,459795,"50,000,000+"
2873,4.4,Free,Varies with devic,122282,"5,000,000+"
2874,4.0,Free,10,176448,"5,000,000+"
2875,4.4,Free,34,133825,"10,000,000+"
2876,4.3,Free,Varies with devic,91031,"5,000,000+"
2877,4.1,Free,6.6,288809,"10,000,000+"
2878,4.0,Free,27,43611,"1,000,000+"
2879,4.2,Free,Varies with devic,521138,"10,000,000+"
2880,4.2,Free,Varies with devic,82882,"5,000,000+"
2881,4.3,Free,Varies with devic,91031,"5,000,000+"
2882,3.1,Free,25,78442,"5,000,000+"
2883,4.1,Free,6.6,288809,"10,000,000+"
2884,2.9,Free,24,3017,"100,000+"
2885,4.0,Free,Varies with devic,30840,"1,000,000+"
2886,4.5,Free,25,36255,"1,000,000+"
2887,4.3,Free,33,752,"100,000+"
2888,4.1,Free,88,19230,"1,000,000+"
2889,4.3,Free,9.3,926,"100,000+"
2890,4.5,Free,Varies with devic,26102,"1,000,000+"
2891,4.6,Free,Varies with devic,37167,"1,000,000+"
2892,4.4,Free,84,2020,"100,000+"
2893,4.2,Free,4.7,798,"50,000+"
2894,4.3,Free,25,7543,"500,000+"
2895,3.4,Free,12,1845,"100,000+"
2896,4.6,Free,Varies with devic,13098,"1,000,000+"
2897,4.2,Free,9.9,1904,"100,000+"
2898,4.4,Free,Varies with devic,6106,"100,000+"
2899,4.0,Free,61,11085,"1,000,000+"
2900,4.1,Paid,25,3387,"50,000+"
2901,4.0,Free,52,11151,"1,000,000+"
2902,4.6,Free,57,29673,"1,000,000+"
2903,4.2,Free,Varies with devic,277904,"5,000,000+"
2904,4.5,Free,41,50017,"1,000,000+"
2905,4.4,Free,4.6,63650,"1,000,000+"
2906,4.0,Free,10,176450,"5,000,000+"
2907,3.5,Free,23,50179,"1,000,000+"
2908,4.0,Free,27,43611,"1,000,000+"
2909,4.2,Free,Varies with devic,521140,"10,000,000+"
2910,4.0,Free,33,9971,"1,000,000+"
2911,4.4,Free,Varies with devic,122283,"5,000,000+"
2912,4.8,Free,4.7,1660,"10,000+"
2913,4.1,Free,2.2,361,"50,000+"
2914,4.6,Free,Varies with devic,5305,"100,000+"
2915,4.3,Free,95,24082,"1,000,000+"
2916,4.4,Free,34,133833,"10,000,000+"
2917,4.3,Free,Varies with devic,91033,"5,000,000+"
2918,4.6,Free,9.4,990,"100,000+"
2919,4.5,Free,19,32386,"1,000,000+"
2920,4.3,Free,3.9,101,"10,000+"
2921,4.2,Free,Varies with devic,521140,"10,000,000+"
2922,4.4,Free,Varies with devic,122283,"5,000,000+"
2923,4.2,Free,Varies with devic,82883,"5,000,000+"
2924,4.4,Free,34,133833,"10,000,000+"
2925,4.3,Free,Varies with devic,91033,"5,000,000+"
2926,4.5,Free,21,35394,"500,000+"
2927,4.5,Free,19,32386,"1,000,000+"
2928,4.1,Free,6.6,288809,"10,000,000+"
2929,4.0,Free,82,28895,"5,000,000+"
2930,4.7,Free,Varies with devic,410395,"10,000,000+"
2931,4.6,Free,Varies with devic,11549,"100,000+"
2932,4.2,Free,Varies with devic,277904,"5,000,000+"
2933,4.2,Free,Varies with devic,521140,"10,000,000+"
2934,4.1,Free,19,34123,"5,000,000+"
2935,4.1,Free,Varies with devic,459797,"50,000,000+"
2936,3.5,Free,26,4057,"500,000+"
2937,4.5,Free,5.2,5517,"500,000+"
2938,3.9,Free,16,4272,"500,000+"
2939,4.6,Free,Varies with devic,539,"10,000+"
2940,4.0,Free,33,9971,"1,000,000+"
2941,4.4,Free,Varies with devic,122283,"5,000,000+"
2942,4.2,Free,Varies with devic,82883,"5,000,000+"
2943,4.2,Free,6.0,342912,"10,000,000+"
2944,4.6,Free,25,666521,"10,000,000+"
2945,4.5,Free,Varies with devic,838765,"50,000,000+"
2946,4.4,Free,34,133833,"10,000,000+"
2947,4.5,Free,8.1,2943,"100,000+"
2948,4.4,Free,35,108318,"10,000,000+"
2949,4.3,Free,25,7543,"500,000+"
2950,4.2,Free,Varies with devic,18679,"1,000,000+"
2951,4.3,Free,Varies with devic,91033,"5,000,000+"
2952,4.5,Free,19,32386,"1,000,000+"
2953,4.0,Free,48,68935,"5,000,000+"
2954,4.2,Free,21,80900,"1,000,000+"
2955,4.1,Free,6.6,288809,"10,000,000+"
2956,3.9,Free,32,5511,"1,000,000+"
2957,4.2,Free,Varies with devic,75545,"5,000,000+"
2958,4.0,Free,82,28895,"5,000,000+"
2959,3.5,Free,23,50179,"1,000,000+"
2960,4.0,Free,52,11151,"1,000,000+"
2961,4.0,Free,Varies with devic,30840,"1,000,000+"
2962,4.5,Free,Varies with devic,1605267,"10,000,000+"
2963,4.1,Free,14,136626,"10,000,000+"
2964,4.2,Free,Varies with devic,219848,"50,000,000+"
2965,4.4,Free,Varies with devic,52029,"5,000,000+"
2966,4.4,Free,25,49190,"1,000,000+"
2967,4.1,Free,Varies with devic,5150,"500,000+"
2968,4.3,Free,58,64713,"1,000,000+"
2969,4.5,Free,19,216388,"10,000,000+"
2970,4.5,Free,29,481545,"10,000,000+"
2971,4.4,Free,81,6012,"500,000+"
2972,4.5,Free,Varies with devic,260121,"10,000,000+"
2973,4.7,Free,Varies with devic,1830388,"100,000,000+"
2974,4.4,Free,28,17878,"1,000,000+"
2975,4.1,Free,Varies with devic,26871,"5,000,000+"
2976,4.4,Free,Varies with devic,1162837,"100,000,000+"
2977,4.4,Free,Varies with devic,359403,"10,000,000+"
2978,4.3,Free,Varies with devic,9235155,"1,000,000,000+"
2979,4.2,Free,Varies with devic,219848,"50,000,000+"
2980,4.0,Free,7.6,33782,"5,000,000+"
2981,4.7,Free,33,192641,"5,000,000+"
2982,4.3,Free,Varies with devic,2338655,"100,000,000+"
2983,4.6,Free,42,751551,"10,000,000+"
2984,3.9,Free,8.3,24781,"5,000,000+"
2985,3.6,Free,14,32862,"10,000,000+"
2986,4.0,Free,Varies with devic,16101,"50,000,000+"
2987,4.1,Free,Varies with devic,76779,"10,000,000+"
2988,4.2,Free,Varies with devic,2129689,"1,000,000,000+"
2989,3.9,Free,37,98585,"10,000,000+"
2990,4.1,Free,14,136633,"10,000,000+"
2991,4.3,Free,Varies with devic,459851,"10,000,000+"
2992,3.1,Free,21,5572,"1,000,000+"
2993,3.7,Free,28,16815,"1,000,000+"
2994,3.4,Free,27,2277,"1,000,000+"
2995,4.4,Free,Varies with devic,45562,"5,000,000+"
2996,3.6,Free,39,285,"500,000+"
2997,4.4,Free,Varies with devic,1162838,"100,000,000+"
2998,3.3,Free,17,256,"100,000+"
2999,3.7,Free,Varies with devic,21443,"5,000,000+"
3000,3.0,Free,39,2750,"5,000,000+"
3001,3.6,Free,51,7081,"1,000,000+"
3002,4.8,Free,86,17882,"1,000,000+"
3003,3.9,Free,Varies with devic,421800,"10,000,000+"
3004,3.8,Free,Varies with devic,43935,"10,000,000+"
3005,4.3,Free,Varies with devic,171889,"10,000,000+"
3006,4.5,Free,26,251037,"10,000,000+"
3007,3.4,Free,Varies with devic,15750,"5,000,000+"
3008,3.7,Free,46,27560,"5,000,000+"
3009,4.5,Free,29,481546,"10,000,000+"
3010,4.4,Free,27,150932,"10,000,000+"
3011,4.1,Free,14,928,"1,000,000+"
3012,4.5,Free,Varies with devic,768833,"50,000,000+"
3013,4.0,Free,10,26665,"5,000,000+"
3014,3.9,Free,71,13275,"1,000,000+"
3015,4.4,Free,15,48930,"5,000,000+"
3016,4.8,Free,Varies with devic,43054,"1,000,000+"
3017,4.7,Free,Varies with devic,1830387,"100,000,000+"
3018,4.3,Free,11,15680,"1,000,000+"
3019,3.7,Free,Varies with devic,16980,"5,000,000+"
3020,4.2,Free,62,5112,"1,000,000+"
3021,3.5,Free,80,30447,"5,000,000+"
3022,4.3,Free,5.4,165299,"10,000,000+"
3023,4.7,Free,9.8,620534,"10,000,000+"
3024,4.3,Free,Varies with devic,599872,"10,000,000+"
3025,4.1,Free,Varies with devic,12564,"1,000,000+"
3026,3.1,Free,Varies with devic,2528,"100,000+"
3027,4.3,Free,7.6,34,"1,000+"
